cik,entityName
1327318,"TRUECAR, INC."
1327364,"SHENGKAI INNOVATIONS, INC."
1327467,CELATOR PHARMACEUTICALS INC
1327471,REALD INC.
1327557,"EARTH ENERGY RESERVES, INC."
1327567,"Palo Alto Networks, Inc"
1327603,"VESTIN REALTY MORTGAGE II, INC"
1327607,"FIRST WESTERN FINANCIAL, INC."
1327688,"Ooma, Inc."
1327811,"WORKDAY, INC."
1327978,ARES REAL ESTATE INCOME TRUST INC.
1328003,REDPOINT BIO CORP
1328015,IMPRIVATA INC
1328143,"Adamas Pharmaceuticals, Inc."
1328208,"GOLDEN GATE HOMES, INC."
1328237,INVESCO DB COMMODITY INDEX TRACKING FUND
1328300,"VESTIN REALTY MORTGAGE I, INC."
1328571,NTELOS HOLDINGS CORP.
1328581,Boise Cascade Company
1328598,Invesco CurrencyShares Euro Trust
1328655,AFFINIA GROUP INTERMEDIATE HOLDINGS INC.
1328670,"CROWDGATHER, INC."
1328769,"AISYSTEMS, INC."
1328792,TechPrecision Corporation
1328888,"BEFUT INTERNATIONAL CO., LTD."
1329011,"APPLE REIT SEVEN, INC."
1329069,NEWPAGE CORP
1329136,MICROELECTRONICS TECHNOLOGY CO
1329517,WATERSTONE FINANCIAL INC
1329548,INFERX CORP
1329606,"CLEAN ENERGY TECHNOLOGIES, INC."
1329701,FEDERAL HOME LOAN BANK OF SEATTLE
1329799,SQUARE 1 FINANCIAL INC
1329842,Federal Home Loan Bank of New York
1329919,"VOCUS, INC."
1329957,OSL HOLDINGS INC.
1330323,"SHAMIKA 2 GOLD, INC."
1330399,FEDERAL HOME LOAN BANK OF PITTSBURGH
1330421,BAZAARVOICE INC
1330436,LIQUIDIA TECHNOLOGIES INC
1330466,AMREIT MONTHLY INCOME & GROWTH FUND III LTD
1330568,iShares Silver Trust
1330622,"KBS REAL ESTATE INVESTMENT TRUST, INC."
1330820,ASPEN DIVERSIFIED FUND LLC
1330849,"HERCULES OFFSHORE, INC."
1331275,"VITAL PRODUCTS, INC."
1331301,"BOULDER BRANDS, INC."
1331444,CHINA CLEAN ENERGY INC
1331451,Federal Home Loan Bank of Chicago
1331463,FEDERAL HOME LOAN BANK OF BOSTON
1331465,FEDERAL HOME LOAN BANK OF ATLANTA
1331520,"HOME BANCSHARES, INC."
1331612,"Innovative MedTech, Inc."
1331745,"TAL INTERNATIONAL GROUP, INC."
1331754,FEDERAL HOME LOAN BANK OF INDIANAPOLIS
1331757,FEDERAL HOME LOAN BANK OF DALLAS
1331875,"FIDELITY NATIONAL FINANCIAL, INC."
1332174,iShares S&P GSCI Commodity-Indexed Trust
1332349,BROOKDALE SENIOR LIVING INC.
1332412,"VALLEY FORGE COMPOSITE TECHNOLOGIES, INC."
1332445,SKY HARVEST ENERGY CORP.
1332474,"REEF GLOBAL ENERGY VI, L.P."
1332551,ACRES COMMERCIAL REALTY CORP.
1332572,"ECAREER HOLDINGS, INC."
1332602,"CARIBOU COFFEE COMPANY, INC."
1332896,COGDELL SPENCER INC.
1333170,"NXSTAGE MEDICAL, INC."
1333248,CADENCE PHARMACEUTICALS INC
1333274,MERCER INTERNATIONAL INC.
1333493,"EHEALTH, INC."
1333513,"DEALERTRACK TECHNOLOGIES, INC"
1333519,BAYING ECOLOGICAL HOLDING GROUP INC.
1333563,FORCE MINERALS CORP
1333614,YOU HAN DATA TECH CO LTD.
1333675,THRIVE WORLD WIDE INC.
1333763,"CHELSEA THERAPEUTICS INTERNATIONAL, LTD."
1333822,SemiLEDs Corp
1333835,"Casa Systems, Inc."
1333986,"Equitable Holdings, Inc."
1334036,"CROCS, INC."
1334126,GUITAMMER CO
1334325,"CODA OCTOPUS GROUP, INC."
1334478,"NCI, INC."
1334586,JAMMIN JAVA CORP.
1334589,PLYZER TECHNOLOGIES INC.
1334699,"LI3 ENERGY, INC."
1334794,MARINE GROWTH VENTURES INC
1334814,ZILLOW INC
1334933,URANIUM ENERGY CORP
1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC."
1335103,"PROTEA BIOSCIENCES GROUP, INC."
1335104,"VICOR TECHNOLOGIES, INC."
1335105,"LIXTE BIOTECHNOLOGY HOLDINGS, INC."
1335106,CHINA SHENGHUO PHARMACEUTICAL HOLDINGS INC
1335112,LOGIQ INC.
1335137,CHINA ENERGY CORP
1335190,MAGNUM HUNTER RESOURCES CORP
1335236,ATLAS AMERICA PUBLIC #15-2005 (A) L.P.
1335239,EPAZZ INC
1335258,"LIVE NATION ENTERTAINMENT, INC."
1335282,BIGSTRING CORP
1335293,"CYALUME TECHNOLOGIES HOLDINGS, INC."
1335294,KEYON COMMUNICATIONS HOLDINGS INC.
1335493,"PROVISION HOLDING, INC."
1335725,ISRAEL GROWTH PARTNERS ACQUISITION CORP.
1335732,"UNITED DEVELOPMENT FUNDING III, LP"
1335792,BIRMINGHAM BLOOMFIELD BANCSHARES
1335793,CNX GAS CORP
1335950,CHISEN ELECTRIC CORP
1335982,GOODMAN NETWORKS INC
1336047,"BOARDWALK PIPELINE PARTNERS, LP"
1336282,"URBAN HYDROPONICS, INC."
1336339,ATLAS AMERICA PUBLIC #14-2005 (A) L.P.
1336545,"AMERICAN APPAREL, INC"
1336644,UNIVERSAL TRAVEL GROUP
1336691,MOTRICITY INC
1336917,"UNDER ARMOUR, INC."
1336920,"Leidos Holdings, Inc."
1337009,"UAN CULTURAL & CREATIVE CO., LTD."
1337013,"INFUSYSTEM HOLDINGS, INC"
1337068,"Magyar Bancorp, Inc."
1337182,BREEZER VENTURES INC.
1337213,VIPER POWERSPORTS INC
1337226,"NEDAK ETHANOL, LLC"
1337272,SUNGARD
1337298,FUTUREFUEL CORP.
1337408,PARACAP CORP
1337553,"Aerie Pharmaceuticals, Inc."
1337619,"Envestnet, Inc."
1337675,"JAZZ TECHNOLOGIES, INC."
1337885,"DELIAS, INC."
1337905,"INTELLECT NEUROSCIENCES, INC."
1338042,"AEGERION PHARMACEUTICALS, INC."
1338065,"DCP MIDSTREAM, LP"
1338095,"NEPHROGENEX, INC."
1338242,CORNERWORLD CORP
1338248,"NEW ENGLAND BANCSHARES, INC."
1338460,CHINA GINSENG HOLDINGS INC
1338474,"Ridgewood Energy Q Fund, LLC"
1338520,TITANIUM GROUP LTD
1338578,"CHINA GENGSHENG MINERALS, INC."
1338613,REGENCY ENERGY PARTNERS LP
1338624,SUPERDIRECTORIES INC.
1338690,"NATIONAL MENTOR HOLDINGS, INC."
1338749,PotlatchDeltic Corporation
1338929,"AUTHENTIC HOLDINGS, INC."
1339048,"WESTERN REFINING, INC."
1339225,"MICROSMART DEVICES, INC."
1339256,"HOT MAMAS FOODS, INC."
1339455,"SOMAXON PHARMACEUTICALS, INC."
1339469,"CHIASMA, INC"
1339553,"HEALTHSPRING, INC."
1339605,"H&E Equipment Services, Inc."
1339688,LION COPPER AND GOLD CORP.
1339854,CHINA YILI PETROLEUM CO
1339947,VIACOM INC.
1339970,"ATYR PHARMA, INC."
1340041,"COMPLETE PRODUCTION SERVICES, INC."
1340095,GLENROSE INSTRUMENTS INC.
1340122,"Calumet Specialty Products Partners, L.P."
1340127,CARBONITE INC
1340282,ROSETTA RESOURCES INC.
1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD
1340554,PARTY CITY HOLDINGS INC.
1340652,"ChemoCentryx, Inc."
1340786,"FUEL SYSTEMS SOLUTIONS, INC."
1341141,"CATCHMARK TIMBER TRUST, INC."
1341235,"ALDEYRA THERAPEUTICS, INC."
1341293,NEOGENIX ONCOLOGY INC
1341317,"BRIDGEWATER BANCSHARES, INC."
1341318,"LAKE SHORE BANCORP, INC."
1341319,REDTONE ASIA INC
1341439,Oracle Corporation
1341470,"BANKS.COM, INC."
1341726,"GULFSLOPE ENERGY, INC."
1341766,"CELSIUS HOLDINGS, INC."
1341768,DEAL A DAY GROUP CORP.
1341780,"CHINA DAQING M&H PETROLEUM, INC."
1341808,CHINA PHARMACEUTICALS INC
1341843,"POLYMEDIX, INC"
1341878,"B-SCADA, INC."
1342126,MORGANS HOTEL GROUP CO.
1342219,"NAMLIONG SKYCOSMOS, INC."
1342287,General Finance Corporation
1342423,LIMONEIRA COMPANY
1342505,ACCELLENT INC
1342514,ATLAS AMERICA SERIES 26-2005 L.P.
1342643,"WORTHINGTON ENERGY, INC."
1342792,WORLDWIDE STRATEGIES INC.
1342854,PARAMOUNT GOLD & SILVER CORP.
1342936,"Advanced Voice Recognition Systems, Inc."
1342958,"Digital Ally, Inc."
1343009,CNBX PHARMACEUTICALS INC.
1343011,LAUREATE RESOURCES & STEEL INDUSTRIES INC.
1343034,TWO RIVER BANCORP
1343254,DOMINOVAS ENERGY CORP
1343304,AVEDRO INC
1343465,Sun Pacific Holding Corp
1343601,WEST CANYON ENERGY CORP.
1343719,ENERGY XXI LTD
1343979,"CIRQUE ENERGY, INC."
1344154,ENVISION HEALTHCARE CORP
1344394,COLORADO GOLDFIELDS INC.
1344413,ALEXZA PHARMACEUTICALS INC.
1344494,PREGIS HOLDING II CORP
1344530,"REEF GLOBAL ENERGY VII, L.P."
1344596,"AMERICAN RAILCAR INDUSTRIES, INC."
1344632,"LAWSON SOFTWARE, INC."
1344736,GLOBAL 2.0
1344807,"GLOBALPAYNET HOLDINGS, INC."
1344970,UNITED COMMUNITY BANCORP
1344980,"ALLIANCE HOLDINGS GP, L.P."
1345016,YELP INC.
1345111,TIM HORTONS INC.
1345122,COMPASS GROUP DIVERSIFIED HOLDINGS LLC
1345126,COMPASS DIVERSIFIED HOLDINGS
1345756,PANEX RESOURCES INC.
1345801,NUVEEN DIVERSIFIED COMMODITY FUND
1345865,BUILDABLOCK CORP.
1345991,WORLD MONITOR TRUST III - SERIES J
1346022,Enertopia Corporation
1346287,CHINA TELETECH HOLDING INC
1346302,XERIS PHARMACEUTICALS INC
1346346,"CONFEDERATE MOTORS, INC."
1346526,"ESP RESOURCES, INC."
1346655,"CMG HOLDINGS GROUP, INC."
1346830,"CARA THERAPEUTICS, INC."
1346922,HOMEOWNERS OF AMERICA HOLDING CORP
1346973,PRAXSYN CORP
1346980,"CHAPARRAL ENERGY, INC."
1347022,POSITIVEID CORP
1347078,"BITZIO, INC."
1347178,VANDA PHARMACEUTICALS INC.
1347218,"ATLAS ENERGY, L.P."
1347452,"ANDALAY SOLAR, INC."
1347491,ALEXANDER TECH CORP.
1347523,"LANDMARK APARTMENT TRUST, INC."
1347613,"SYNERGY PHARMACEUTICALS, INC."
1347652,"CORENERGY INFRASTRUCTURE TRUST, INC."
1347815,"FLAGSTONE REINSURANCE HOLDINGS, S.A."
1347858,"22nd Century Group, Inc."
1347870,IMOGO MOBILE TECHNOLOGIES CORP.
1348036,"AVALARA, INC."
1348259,VALIDUS HOLDINGS LTD
1348324,LDR HOLDING CORP
1348334,BARRACUDA NETWORKS INC
1348362,LEXARIA BIOSCIENCE CORP.
1348610,SOLTERA MINING CORP.
1348649,"COLUCID PHARMACEUTICALS, INC."
1348788,TRESORO MINING CORP.
1348911,"KALVISTA PHARMACEUTICALS, INC."
1349371,BLACK HAWK EXPLORATION
1349436,"SANDRIDGE ENERGY, INC."
1349437,TOWERSTREAM CORP
1349454,"TRULIA, INC."
1349593,FLORIDIAN FINANCIAL GROUP INC
1349922,"UNIVERSAL TRACKING SOLUTIONS, INC"
1349929,"VYANT BIO, INC."
1349976,AMERICAN STANDARD ENERGY CORP.
1350072,"CMS BANCORP, INC."
1350073,"ICONIC BRANDS, INC."
1350102,"Ascent Solar Technologies, Inc."
1350156,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.
1350381,INNERWORKINGS INC
1350420,"LINCOLNWAY ENERGY, LLC"
1350421,HK EBUS CORP
1350593,"MUELLER WATER PRODUCTS, INC."
1350653,"ALPHATEC HOLDINGS, INC."
1350684,"CHINA INFORMATION TECHNOLOGY, INC."
1350770,BLACK TUSK MINERALS INC.
1350773,KITARA MEDIA CORP.
1351051,"GENESIS HEALTHCARE, INC."
1351285,ROSETTA STONE INC
1351288,GW PHARMACEUTICALS PLC
1351541,"DELEK US HOLDINGS, INC."
1351573,"PURE HARVEST CORPORATE GROUP, INC."
1351636,"SoundThinking, Inc."
1351765,SOUTH AMERICAN GOLD CORP.
1351901,COMMONWEALTH INCOME & GROWTH FUND VI
1352010,"EPAM SYSTEMS, INC."
1352081,"CARDINAL ETHANOL, LLC"
1352190,"Ridgewood Energy S Fund, LLC"
1352302,"GEOMET, INC."
1352341,VERIGY LTD.
1352801,BURGER KING HOLDINGS INC
1352858,"AGR TOOLS, INC."
1352952,CFN ENTERPRISES INC.
1353174,ALARION FINANCIAL SERVICES INC
1353209,"LOOPNET, INC."
1353282,MANAGED FUTURES PREMIER WARRINGTON L.P.
1353283,Splunk Inc.
1353307,"CHINA MARKETING MEDIA HOLDINGS, INC."
1353386,LIANDI CLEAN TECHNOLOGY INC.
1353406,REDHAWK HOLDINGS CORP.
1353487,"TARONIS TECHNOLOGIES, INC."
1353499,MAX SOUND CORPORATION
1353505,VOICESERVE INC
1353523,CONGAREE BANCSHARES INC
1353538,"Appgate, Inc."
1353611,Invesco CurrencyShares® British Pound Sterling Trust
1353612,Invesco CURRENCYSHARES CANADIAN DOLLAR TRUST
1353613,Invesco CurrencyShares Japanese Yen Trust
1353614,Invesco CURRENCYSHARES AUSTRALIAN DOLLAR TRUST
1353615,Invesco CurrencyShares Swiss Franc Trust
1353616,INVESCO CURRENCYSHARES SWEDISH KRONA TRUST
1353617,CURRENCYSHARES MEXICAN PESO TRUST
1353633,UNIFUNDS LTD
1353722,"MEWBOURNE ENERGY PARTNERS 06-A, L.P."
1353741,"OCM HOLDCO, LLC"
1353748,"MEWBOURNE ENERGY PARTNERS 07-A, L.P."
1353970,China XD Plastics Co Ltd
1353972,"HUIHENG MEDICAL, INC."
1354027,"SKYSHOP LOGISTICS, INC."
1354071,"CHINA PEDIATRIC PHARMACEUTICALS, INC."
1354174,"SBT BANCORP, INC."
1354213,BIG BEAR MINING CORP.
1354217,VOLCANO CORP
1354309,FSP PHOENIX TOWER CORP
1354327,"PGT Innovations, Inc."
1354513,"CTC MEDIA, INC."
1354591,"PETLIFE PHARMACEUTICALS, INC."
1354730,INVESCO DB G10 CURRENCY HARVEST FUND
1354752,HARLAND CLARKE HOLDINGS CORP
1354772,NORTHEAST COMMUNITY BANCORP INC
1354866,Byrna Technologies Inc.
1354942,"NEWCARDIO, INC."
1355001,REALOGY CORP
1355042,CHINA AUTO LOGISTICS INC
1355096,"QURATE RETAIL, INC."
1355128,OCZ TECHNOLOGY GROUP INC
1355242,"SHRINK NANOTECHNOLOGIES, INC."
1355250,INNOVATION PHARMACEUTICALS INC.
1355304,"U-SWIRL, INC."
1355420,USA GRAPHITE INC.
1355451,"VGTEL, INC."
1355559,"Celexus, Inc"
1355607,SANTA LUCIA BANCORP
1355677,MEXUS GOLD US
1355732,BORNEO RESOURCE INVESTMENTS LTD.
1355754,INSTRUCTURE INC
1355786,"CHICOPEE BANCORP, INC."
1355790,INTERNATIONAL STEM CELL CORPORATION
1355823,ROMA FINANCIAL CORP
1355839,"PALTALK, INC."
1355848,"KARTOON STUDIOS, INC."
1355855,NEWPORT BANCORP INC
1356090,"PRECIGEN, INC."
1356093,"CREATIVE REALITIES, INC."
1356104,"MELLANOX TECHNOLOGIES, LTD."
1356564,"LEO MOTORS, INC."
1356576,"SUPERNUS PHARMACEUTICALS, INC."
1356857,TRIUS THERAPEUTICS INC
1356949,HOUSTON WIRE & CABLE COMPANY
1357115,"BREKFORD TRAFFIC SAFETY, INC."
1357204,"DUNKIN' BRANDS GROUP, INC."
1357231,"SOLERA NATIONAL BANCORP, INC."
1357326,"RIVERBED TECHNOLOGY, INC."
1357361,ATLAS AMERICA PUBLIC #15-2006 (B) L.P.
1357369,AMERICAN CAMPUS COMMUNITIES OPERATING PARTNERSHIP LP
1357371,BREITBURN ENERGY PARTNERS LP
1357459,"PALISADE BIO, INC."
1357531,"VELATEL GLOBAL COMMUNICATIONS, INC."
1357615,"KBR, Inc."
1357642,SENTRY PETROLEUM LTD.
1357671,"Creatd, Inc."
1357787,FLAG INTERMEDIATE HOLDINGS CORP
1357838,STW RESOURCES HOLDING CORP.
1357874,PRECISION BIOSCIENCES INC
1357878,"REGENEREX PHARMA, INC."
1357939,"PROPER POWER & ENERGY, INC."
1357971,Energy Services of America Corporation
1358057,"LIFECARE HOLDINGS, INC."
1358071,CONCHO RESOURCES INC
1358099,OCEAN ELECTRIC INC.
1358190,"IT TECH PACKAGING, INC."
1358254,"ES BANCSHARES, INC."
1358356,"LIMESTONE BANCORP, INC."
1358403,"BELLICUM PHARMACEUTICALS, INC."
1358483,"EVERYDAY HEALTH, INC."
1358633,SENTIENT BRANDS HOLDINGS INC.
1358651,NEIMAN MARCUS GROUP LTD LLC
1358654,RED METAL RESOURCES LTD.
1358762,"Reata Pharmaceuticals, Inc."
1358831,LEGACY RESERVES LP
1359425,"INTCOMEX, INC."
1359504,"BIZZINGO, INC."
1359527,"SGS INTERNATIONAL, INC."
1359555,PENDRELL CORP
1359687,"RED TRAIL ENERGY, LLC"
1359699,"WHOLEHEALTH PRODUCTS, INC."
1359841,Hanesbrands Inc.
1359931,"Protara Therapeutics, Inc."
1360214,"Harrow Health, Inc."
1360334,ALAMO ENERGY CORP.
1360442,"Cannabis Sativa, Inc."
1360474,CRC HEALTH CORP
1360530,"VITAMIN SHOPPE, INC."
1360564,FOCUS GOLD CORP
1360565,"WHERE FOOD COMES FROM, INC."
1360604,HEALTHCARE REALTY TRUST INCORPORATED
1360683,"TALMER BANCORP, INC."
1360752,FILEWARDEN.COM
1360886,"OSIRIS THERAPEUTICS, INC."
1360901,EVERCORE INC.
1361025,DCP HOLDING CO
1361103,COMPLETE GENOMICS INC
1361113,"VARONIS SYSTEMS, INC."
1361248,TETRALOGIC PHARMACEUTICALS CORP
1361394,"AFFINION GROUP, INC."
1361470,MAVENIR SYSTEMS INC
1361538,Primoris Services Corporation
1361540,"GLOBALINK, LTD."
1361658,Travel & Leisure Co.
1361709,SUSSER HOLDINGS CORP
1361872,"WESTWAY GROUP, INC."
1361937,HARVEST OIL & GAS CORP.
1361955,"KOGETO, INC."
1361983,ORBCOMM Inc.
1362004,"ICF International, Inc."
1362180,PSM HOLDINGS INC
1362190,"AudioEye, Inc."
1362468,Allegiant Travel Co
1362491,METALS USA HOLDINGS CORP.
1362502,"ALL AMERICAN PET COMPANY, INC."
1362516,"CLEARTRONIC, INC."
1362703,"Theralink Technologies, Inc."
1362705,Evolve Transition Infrastructure LP
1362718,"TIANYIN PHARMACEUTICAL CO., INC."
1362925,PLANET PAYMENT INC
1362988,AIRCASTLE LIMITED
1363254,PEGASI ENERGY RESOURCES CORPORATION.
1363343,USA ZHIMINGDE INTERNATIONAL GROUP CORP
1363573,"MV PORTFOLIOS, INC."
1363829,Enstar Group LTD
1363851,CATAMARAN CORP
1363958,"Western Capital Resources, Inc."
1364099,"INNOPHOS HOLDINGS, INC."
1364100,"CAL DIVE INTERNATIONAL, INC."
1364123,PIONEER EXPLORATION INC.
1364208,"ZEVOTEK, INC"
1364250,"Douglas Emmett, Inc."
1364397,"Ridgewood Energy T Fund, LLC"
1364479,HERC HOLDINGS INC.
1364541,EAGLE ROCK ENERGY PARTNERS L P
1364560,"HELIX WIND, CORP."
1364742,"BlackRock, Inc."
1364856,"MONARCH FINANCIAL HOLDINGS, INC."
1364885,"Spirit AeroSystems Holdings, Inc."
1364896,"MEDPRO SAFETY PRODUCTS, INC."
1364954,"CHEGG, INC"
1364962,IMPERVA INC
1365022,"VAMPT AMERICA, INC."
1365038,LEAF GROUP LTD.
1365101,PRIMO WATER CORP
1365135,THE WESTERN UNION COMPANY
1365160,DOMARK INTERNATIONAL INC.
1365216,"SUCAMPO PHARMACEUTICALS, INC."
1365357,"ZZLL INFORMATION TECHNOLOGY, INC"
1365388,"HIGH SIERRA TECHNOLOGIES, INC."
1365555,"AMTRUST FINANCIAL SERVICES, INC."
1365748,NOVAMEX ENERGY INC.
1365784,"BIOSHAFT WATER TECHNOLOGY, INC."
1365790,"GLG PARTNERS, INC."
1365794,CHINO COMMERCIAL BANCORP
1365832,CYBRA CORP
1365916,"AMYRIS, INC."
1365997,BANK OF THE CAROLINAS CORP
1366246,Glu Mobile Inc.
1366312,"JUHL ENERGY, INC"
1366317,MATTMAR MINERALS INC
1366340,"FINJAN HOLDINGS, INC."
1366367,YADKIN FINANCIAL CORP
1366391,ROCKY MOUNTAIN PLANTINGS INC
1366407,DOUBLE CROWN RESOURCES INC.
1366527,"CARBON BLACK, INC."
1366541,"Q THERAPEUTICS, INC."
1366561,Smartsheet Inc.
1366649,DIALOGIC INC.
1366684,HOMEAWAY INC
1366744,"HOMELAND ENERGY SOLUTIONS, LLC"
1366823,"SPRING CREEK HEALTHCARE SYSTEMS, INC."
1366826,"PIEDMONT MINING COMPANY, INC."
1366868,"GLOBALSTAR, INC."
1366986,"SKAGIT STATE BANCORP, INC."
1367064,"ARCHROCK PARTNERS, L.P."
1367083,"SONOMA PHARMACEUTICALS, INC."
1367311,"DAKOTA PLAINS HOLDINGS, INC."
1367396,SUPERMEDIA INC.
1367408,SINO AMERICAN OIL CO
1367416,"MIT HOLDING, INC."
1367644,EMERGENT BIOSOLUTIONS INC.
1367722,SPICY PICKLE FRANCHISING INC
1367832,AURORA DIAGNOSTICS HOLDINGS LLC
1367859,"CITIZENS COMMUNITY BANCORP, INC."
1367898,"CHINA EDUCATION INTERNATIONAL, INC."
1367920,"CONCERT PHARMACEUTICALS, INC."
1368007,NYSE EURONEXT
1368055,"ZINCO DO BRASIL, INC."
1368148,"ATHERSYS, INC / NEW"
1368194,"IPKV HOLDINGS, INC."
1368196,ORIENTAL DRAGON CORP
1368252,POLONIA BANCORP
1368265,CLEAN ENERGY FUELS CORP.
1368275,W&E Source Corp.
1368294,CHATTER BOX CALL CENTER LTD.
1368308,"HIGHPOWER INTERNATIONAL, INC."
1368365,"Remark Holdings, Inc."
1368457,ALBERTO-CULVER CO
1368458,"SALLY BEAUTY HOLDINGS, INC."
1368510,"R&R ACQUISITION VIII, INC"
1368513,"R&R ACQUISITION VII, INC"
1368514,"ADMA BIOLOGICS, INC."
1368568,"DALIAN CAPITAL GROUP, INC."
1368620,BIOFLAMEX CORP
1368622,"AEROVIRONMENT, INC."
1368637,PETROLIA ENERGY CORPORATION
1368714,NILAM RESOURCES INC.
1368745,"YANGLIN SOYBEAN, INC."
1368757,"GTJ REIT, INC."
1368761,"Start Scientific, Inc."
1368765,UMAMI SUSTAINABLE SEAFOOD INC.
1368775,"BURLINGTON COAT FACTORY INVESTMENTS HOLDINGS, INC."
1368900,"GATEHOUSE MEDIA, INC."
1368954,"REEF GLOBAL ENERGY VIII, L.P."
1368964,"LA CORTEZ ENERGY, INC."
1368993,"WAFERGEN BIO-SYSTEMS, INC."
1369140,RAINEARTH INC.
1369203,HK BATTERY TECHNOLOGY INC
1369233,"UFOOD RESTAURANT GROUP, INC."
1369290,"MYOMO, INC."
1369568,"CATALYST PHARMACEUTICALS, INC."
1369628,COMMODITY ADVISORS FUND L.P.
1369774,"SHINER INTERNATIONAL, INC."
1369786,"SAGENT PHARMACEUTICALS, INC."
1369795,GYROTRON TECHNOLOGY INC
1369817,"ONEBEACON INSURANCE GROUP, LTD."
1369868,"CHINA BIOLOGIC PRODUCTS HOLDINGS, INC."
1370030,BIO-AMD INC.
1370053,"ANAPTYSBIO, INC"
1370291,"FIRST CALIFORNIA FINANCIAL GROUP, INC."
1370292,VERIFY SMART CORP.
1370450,"WILLDAN GROUP, INC."
1370489,"BLUEFIRE RENEWABLES, INC."
1370544,SMOKY MARKET FOODS INC
1370637,"ETSY, INC"
1370702,QUANTENNA COMMUNICATIONS INC
1370804,MEDICAL IMAGING CORP.
1370816,"FBC HOLDING, INC."
1370880,"Mandiant, Inc."
1370914,"FLORIDA BANK GROUP, INC."
1370946,Owens Corning
1371128,"NEWHYDROGEN, INC."
1371217,RESHAPE LIFESCIENCES INC.
1371247,MACKENZIE TAYLOR MINERALS INC.
1371285,"TRUPANION, INC."
1371310,NEOLOGIC ANIMATION INC
1371424,ROYAL MINES & MINERALS CORP
1371446,FBR & CO.
1371451,"HIGHWATER ETHANOL, LLC"
1371473,"ZNOMICS, INC."
1371474,"SCOUT EXPLORATION, INC"
1371487,"EQCO2, INC."
1371489,Information Services Group Inc.
1371534,GOLD DYNAMICS CORP.
1371781,"WORLD ENERGY SOLUTIONS, INC."
1372000,UNIVERSAL POWER GROUP INC.
1372020,Great Lakes Dredge & Dock Corporation
1372041,PAETEC HOLDING CORP.
1372167,"PAN OCEAN CONTAINER SUPPLIES, LTD."
1372183,NextPlay Technologies Inc.
1372184,"New You, Inc."
1372267,"ONE BIO, CORP."
1372299,"OCUGEN, INC."
1372336,LIBERTY ENERGY CORP.
1372375,MILLENNIAL MEDIA INC.
1372414,"AEROHIVE NETWORKS, INC"
1372514,"KIORA PHARMACEUTICALS, INC."
1372605,CHATSWORTH ACQUISITIONS I INC
1372612,"Box, Inc."
1372620,KALEX CORP
1372664,"COMVERGE, INC."
1372954,Ameritrust Corp
1373024,"GUINNESS EXPLORATION, INC"
1373149,"RJS DEVELOPMENT, INC."
1373150,TRESOR CORP
1373179,ALPHAMETRIX MANAGED FUTURES LLC
1373444,ITALK INC.
1373485,"CROSS BORDER RESOURCES, INC."
1373525,"FIRST CAPITAL BANCORP, INC."
1373561,"NEWSTAR FINANCIAL, INC."
1373670,"Green Brick Partners, Inc."
1373683,"SILVAN INDUSTRIES, INC."
1373690,INDIGENOUS ROOTS CORP.
1373707,TETRAPHASE PHARMACEUTICALS INC
1373715,"SERVICENOW, INC."
1373761,NYXIO TECHNOLOGIES CORP
1373792,"CLEAN TRANSPORTATION GROUP, INC."
1373835,SPECTRA ENERGY CORP.
1373846,"CHINA INTERNET CAFE HOLDINGS GROUP, INC."
1373853,NEW AMERICA ENERGY CORP.
1373980,"HEELYS, INC."
1373988,ESSEX RENTAL CORP.
1374128,ENTELLUS MEDICAL INC
1374135,"BIOCUBE, INC."
1374310,"Cboe Global Markets, Inc."
1374328,"FITLIFE BRANDS, INC."
1374535,ALTRA INDUSTRIAL MOTION CORP.
1374536,"MEDYTOX SOLUTIONS, INC."
1374567,"Luvu Brands, Inc."
1374584,GEOPULSE EXPLORATION INC.
1374684,"MULESOFT, INC"
1374690,"LARIMAR THERAPEUTICS, INC."
1374694,WELLS MID-HORIZON VALUE-ADDED FUND I LLC
1374783,MSB FINANCIAL CORP.
1374845,TAMM OIL & GAS CORP.
1374881,Kingfish Holding Corporation
1374985,ATLAS RESOURCES PUBLIC #16-2007 (A) L.P.
1374993,NEXTWAVE WIRELESS INC.
1375063,SYNTHESIS ENERGY SYSTEMS INC
1375151,"ZOGENIX, INC."
1375195,THE CORETEC GROUP INC.
1375200,NUPATHE INC.
1375205,UR-ENERGY INC.
1375247,"OBAGI MEDICAL PRODUCTS, INC."
1375271,"ELOQUA, INC."
1375320,"HAMPDEN BANCORP, INC."
1375348,GOLDEN STAR RESOURCE CORP.
1375365,"Super Micro Computer, Inc."
1375424,ONCURE HOLDINGS INC
1375483,SKY DIGITAL STORES CORP.
1375495,SOLAR ACQUISITION CORP.
1375554,"BILL THE BUTCHER, INC."
1375557,"GUIDANCE SOFTWARE, INC."
1375576,"LITHIUM EXPLORATION GROUP, INC."
1375596,UNIVERSAL GOLD MINING CORP.
1375618,"AMAZING ENERGY OIL & GAS, CO."
1375685,BTHC X INC
1375686,"THT HEAT TRANSFER TECHNOLOGY, INC."
1375793,"MetAlert, Inc."
1375796,"TELARIA, INC."
1375850,HUBEI MINKANG PHARMACEUTICAL LTD.
1376074,"LEAF EQUIPMENT LEASING INCOME FUND III, L.P."
